profile_index,failure_probability,raw_isolation_forest_score,calibrated_anomaly_score,risk_score,risk_band,final_recommended_action,confidence,confidence_level
0,0.99,0.05578327776684383,0.860175,0.9510525,Restart Task,Restart Task,0.870175,HIGH
1,0.91,0.1377305702883117,0.27035,0.718105,Restart Task,Restart Task,0.36035,LOW
2,0.0,0.0656185104573681,0.8271125,0.24813375,Normal,Normal,0.172887,LOW
3,0.97,-0.041383335517228836,0.970225,0.9700674999999999,Restart Task,Restart Task,0.999775,HIGH
4,0.0,0.12382636619255594,0.4590375,0.13771124999999998,Normal,Normal,0.540963,LOW
5,0.0,-0.03765547248619905,0.9691875,0.29075625,Normal,Normal,0.030813,LOW
6,0.0,0.12823167006766456,0.4064875,0.12194624999999999,Normal,Normal,0.593512,MEDIUM
7,0.005,0.1103162017742016,0.5906125,0.18068375,Normal,Normal,0.414388,LOW
8,0.0,0.14162760087350268,0.2059375,0.061781249999999996,Normal,Normal,0.794063,MEDIUM
9,0.0,0.08860580388486311,0.7306250000000001,0.2191875,Normal,Normal,0.269375,LOW
10,0.0,0.11170043146148001,0.579475,0.17384249999999998,Normal,Normal,0.420525,LOW
11,0.0,0.13288466806181004,0.34481249999999997,0.10344374999999999,Normal,Normal,0.655188,MEDIUM
12,0.0,0.11309477705813226,0.5668375,0.17005125,Normal,Normal,0.433163,LOW
13,0.0,0.11249413729898555,0.5727125,0.17181375,Normal,Normal,0.427288,LOW
14,0.0,0.08307853881649474,0.7572375,0.22717125,Normal,Normal,0.242762,LOW
15,0.0,0.06106760249940174,0.84405,0.25321499999999997,Normal,Normal,0.15595,LOW
16,0.995,0.03186589409589524,0.9162625,0.97137875,Restart Task,Restart Task,0.921262,HIGH
17,0.0,0.08319651911648901,0.7566625,0.22699875,Normal,Normal,0.243337,LOW
18,0.0,0.08938147342925479,0.7273375,0.21820124999999999,Normal,Normal,0.272663,LOW
19,1.0,0.005255095141012411,0.946825,0.9840475,Restart Task,Restart Task,0.946825,HIGH
20,1.0,0.06384843664889867,0.8333875,0.95001625,Restart Task,Restart Task,0.833387,HIGH
21,0.0,0.12023352438666718,0.4986125,0.14958375,Normal,Normal,0.501387,LOW
22,0.02,0.11957663692004739,0.5052375,0.16557125,Normal,Normal,0.514763,LOW
23,0.0,0.09352308125573972,0.7049875,0.21149625,Normal,Normal,0.295013,LOW
24,0.0,0.06811863662326378,0.8175625,0.24526874999999998,Normal,Normal,0.182438,LOW
25,0.0,0.07209913289166137,0.8012375,0.24037125,Normal,Normal,0.198762,LOW
26,0.995,0.042238638365582615,0.89405,0.964715,Restart Task,Restart Task,0.89905,HIGH
27,1.0,0.1293285693634013,0.3933375,0.81800125,Restart Task,Restart Task,0.393338,LOW
28,0.0,0.11334407423415394,0.564875,0.1694625,Normal,Normal,0.435125,LOW
29,0.0,0.1435567730503658,0.16932499999999995,0.05079749999999998,Normal,Normal,0.830675,HIGH
30,0.005,0.08985096758811917,0.7250375,0.22101125,Normal,Normal,0.279963,LOW
31,0.0,0.1253620864798743,0.44132499999999997,0.13239749999999997,Normal,Normal,0.558675,MEDIUM
32,0.995,0.08074411095966355,0.7664,0.92642,Restart Task,Restart Task,0.7714,MEDIUM
33,0.0,0.12393619293704278,0.45767500000000005,0.13730250000000002,Normal,Normal,0.542325,LOW
34,0.005,-0.022888133960506152,0.9632375,0.29247124999999996,Normal,Normal,0.041763,LOW
35,0.0,0.13819212847084822,0.26215,0.07864499999999999,Normal,Normal,0.73785,MEDIUM
36,0.995,0.1311001846671755,0.370375,0.8076125000000001,Restart Task,Restart Task,0.375375,LOW
37,0.0,0.096522717544682,0.6881875,0.20645624999999998,Normal,Normal,0.311813,LOW
38,0.995,0.1289864266902318,0.39756250000000004,0.81576875,Restart Task,Restart Task,0.402563,LOW
39,0.03,0.08901212986990736,0.7289375,0.23968124999999998,Normal,Normal,0.301063,LOW
40,0.0,0.06113080767929696,0.8438875,0.25316625,Normal,Normal,0.156112,LOW
41,0.005,0.1384325320174321,0.258,0.0809,Normal,Normal,0.747,MEDIUM
42,0.005,0.13684478701635588,0.28461250000000005,0.08888375000000001,Normal,Normal,0.720387,MEDIUM
43,0.99,0.08173355191931653,0.7624375,0.9217312499999999,Restart Task,Restart Task,0.772437,MEDIUM
44,0.0,0.12263965394020893,0.473,0.1419,Normal,Normal,0.527,LOW
45,0.0,0.10510648545637508,0.631,0.1893,Normal,Normal,0.369,LOW
46,0.0,0.05196037248389068,0.8716125,0.26148375,Normal,Normal,0.128387,LOW
47,0.005,0.11294728588768066,0.56855,0.174065,Normal,Normal,0.43645,LOW
48,0.005,0.13418012215795477,0.32630000000000003,0.10139000000000001,Normal,Normal,0.6787,MEDIUM
49,0.995,0.015197993411579569,0.9383625,0.97800875,Restart Task,Restart Task,0.943362,HIGH
50,0.0,0.10611934127908829,0.6234625,0.18703875,Normal,Normal,0.376537,LOW
51,0.0,0.1415902667011104,0.20672500000000005,0.06201750000000001,Normal,Normal,0.793275,MEDIUM
52,0.0,-0.14094116623291342,0.998325,0.29949749999999997,Normal,Normal,0.001675,LOW
53,0.0,0.14092047930100138,0.21799999999999997,0.06539999999999999,Normal,Normal,0.782,MEDIUM
54,0.99,0.13619762836522104,0.2962625,0.78187875,Restart Task,Restart Task,0.306262,LOW
55,0.995,0.11375007373359247,0.561375,0.8649125,Restart Task,Restart Task,0.566375,MEDIUM
56,0.0,0.1324215182125874,0.3516625,0.10549874999999999,Normal,Normal,0.648338,MEDIUM
57,0.0,0.11254485169238704,0.5723750000000001,0.17171250000000002,Normal,Normal,0.427625,LOW
58,0.0,0.11092218504896961,0.585575,0.17567249999999998,Normal,Normal,0.414425,LOW
59,0.005,0.10286069835651263,0.6461,0.19733,Normal,Normal,0.3589,LOW
60,1.0,0.11737534261639065,0.5280875,0.85842625,Restart Task,Restart Task,0.528088,LOW
61,0.995,0.12339352979956625,0.4641875,0.83575625,Restart Task,Restart Task,0.469187,LOW
62,0.0,-0.14140419584477093,0.9984875,0.29954624999999996,Normal,Normal,0.001513,LOW
63,0.995,0.11696458468194015,0.5322374999999999,0.8561712499999999,Restart Task,Restart Task,0.537237,LOW
64,0.0,0.14091944942580764,0.2180375,0.06541124999999999,Normal,Normal,0.781963,MEDIUM
65,0.0,0.12484962005984723,0.44733750000000005,0.13420125000000002,Normal,Normal,0.552662,MEDIUM
66,0.99,0.1364010014117939,0.2927875,0.7808362499999999,Restart Task,Restart Task,0.302787,LOW
67,0.015,0.07338574113631263,0.7960875000000001,0.24932625000000003,Normal,Normal,0.218912,LOW
68,0.0,0.05562454125436972,0.8604875,0.25814624999999997,Normal,Normal,0.139513,LOW
69,0.0,0.1326529338034539,0.34835000000000005,0.10450500000000001,Normal,Normal,0.65165,MEDIUM
70,0.025,0.09620235162743423,0.6901125,0.22453374999999998,Normal,Normal,0.334888,LOW
71,0.0,0.13525672283237172,0.310175,0.0930525,Normal,Normal,0.689825,MEDIUM
72,0.0,0.10703489487695994,0.617225,0.1851675,Normal,Normal,0.382775,LOW
73,0.0,0.14121857805611354,0.21342499999999998,0.06402749999999999,Normal,Normal,0.786575,MEDIUM
74,0.995,0.13180533010812967,0.3607625,0.80472875,Restart Task,Restart Task,0.365762,LOW
75,0.995,0.07961672586350366,0.771225,0.9278675000000001,Restart Task,Restart Task,0.776225,MEDIUM
76,0.005,0.040449908440200355,0.89785,0.272855,Normal,Normal,0.10715,LOW
77,0.0,0.017935369799727208,0.935725,0.2807175,Normal,Normal,0.064275,LOW
78,0.0,0.1322249058203408,0.35455000000000003,0.106365,Normal,Normal,0.64545,MEDIUM
79,1.0,-0.046201989429257906,0.9714625,0.9914387499999999,Restart Task,Restart Task,0.971463,HIGH
80,0.0,0.10784111523947537,0.6112500000000001,0.183375,Normal,Normal,0.38875,LOW
81,0.015,0.06043618322052696,0.8459125000000001,0.26427375000000003,Normal,Normal,0.169087,LOW
82,0.0,0.1403847537661549,0.22653749999999995,0.06796124999999999,Normal,Normal,0.773463,MEDIUM
83,0.0,0.048953587827644585,0.879075,0.2637225,Normal,Normal,0.120925,LOW
84,0.0,0.1277786779205321,0.41169999999999995,0.12350999999999998,Normal,Normal,0.5883,MEDIUM
85,0.0,0.1382418409136527,0.2610125,0.07830374999999999,Normal,Normal,0.738988,MEDIUM
86,0.99,0.039743109249997466,0.8991750000000001,0.9627524999999999,Restart Task,Restart Task,0.909175,HIGH
87,1.0,0.13835796315953552,0.2590125,0.7777037499999999,Restart Task,Restart Task,0.259012,LOW
88,0.015,0.13255498151442802,0.34981249999999997,0.11544374999999998,Normal,Normal,0.665188,MEDIUM
89,0.0,0.14025030987853454,0.22868750000000004,0.06860625000000001,Normal,Normal,0.771312,MEDIUM
90,0.995,0.1307632356040676,0.37478750000000005,0.80893625,Restart Task,Restart Task,0.379788,LOW
91,0.99,0.08681848963942929,0.739975,0.9149925,Restart Task,Restart Task,0.749975,MEDIUM
92,0.005,0.13106840594275498,0.37070000000000003,0.11471,Normal,Normal,0.6343,MEDIUM
93,0.0,0.10886589356029269,0.6030249999999999,0.18090749999999997,Normal,Normal,0.396975,LOW
94,0.995,0.1038763469696864,0.6390875,0.88822625,Restart Task,Restart Task,0.644088,MEDIUM
95,0.0,0.11883659266955932,0.512375,0.1537125,Normal,Normal,0.487625,LOW
96,1.0,0.07138844088093593,0.8040125,0.9412037499999999,Restart Task,Restart Task,0.804013,HIGH
97,0.0,0.12591554741118843,0.4345875,0.13037625,Normal,Normal,0.565412,MEDIUM
98,1.0,0.12897521156828828,0.39768749999999997,0.8193062499999999,Restart Task,Restart Task,0.397687,LOW
99,0.92,0.12935522741648842,0.39295,0.761885,Restart Task,Restart Task,0.47295,LOW
100,0.0,-0.06833507596728039,0.982375,0.2947125,Normal,Normal,0.017625,LOW
101,0.995,0.11476414504320182,0.5523750000000001,0.8622125,Restart Task,Restart Task,0.557375,MEDIUM
102,1.0,0.08476702188035057,0.7498374999999999,0.9249512499999999,Restart Task,Restart Task,0.749837,MEDIUM
103,0.995,0.12970222602145515,0.38816249999999997,0.81294875,Restart Task,Restart Task,0.393162,LOW
104,0.0,0.10729012833048357,0.6149125,0.18447375,Normal,Normal,0.385088,LOW
105,0.015,0.12089052241835929,0.49158749999999996,0.15797624999999998,Normal,Normal,0.523413,LOW
106,0.065,0.12171139968427658,0.4828,0.19034,Normal,Normal,0.5822,MEDIUM
107,1.0,0.08243143192968388,0.7599,0.92797,Restart Task,Restart Task,0.7599,MEDIUM
108,0.99,0.05051037642048928,0.8749875,0.9554962499999999,Restart Task,Restart Task,0.884988,HIGH
109,0.005,0.0941003213065667,0.7018375,0.21405125,Normal,Normal,0.303163,LOW
110,0.005,0.1094500464474662,0.59785,0.182855,Normal,Normal,0.40715,LOW
111,0.0,0.12926372273007514,0.39416249999999997,0.11824874999999999,Normal,Normal,0.605838,MEDIUM
112,0.97,0.12599253491622875,0.43352500000000005,0.8090575,Restart Task,Restart Task,0.463525,LOW
113,0.005,0.09776086289109942,0.6804749999999999,0.20764249999999998,Normal,Normal,0.324525,LOW
114,0.995,0.12727791156546242,0.41764999999999997,0.821795,Restart Task,Restart Task,0.42265,LOW
115,0.0,0.07037223820573058,0.8087625,0.24262875,Normal,Normal,0.191237,LOW
116,0.0,0.1342755776681327,0.32513749999999997,0.09754124999999998,Normal,Normal,0.674863,MEDIUM
117,1.0,-0.005047655891309066,0.95275,0.985825,Restart Task,Restart Task,0.95275,HIGH
118,1.0,0.13257464762271126,0.34943749999999996,0.8048312499999999,Restart Task,Restart Task,0.349437,LOW
119,0.0,0.1380913621391251,0.263475,0.0790425,Normal,Normal,0.736525,MEDIUM
120,0.01,0.11998879933808032,0.50105,0.157315,Normal,Normal,0.50895,LOW
121,0.005,0.07903046764051447,0.7734375,0.23553125,Normal,Normal,0.231563,LOW
122,0.0,0.10929003095587381,0.5995125,0.17985375,Normal,Normal,0.400487,LOW
123,0.0,0.126627085469466,0.42598749999999996,0.12779624999999997,Normal,Normal,0.574013,MEDIUM
124,0.0,0.025246913343677457,0.926775,0.2780325,Normal,Normal,0.073225,LOW
125,0.005,0.10887648659122406,0.6029249999999999,0.18437749999999997,Normal,Normal,0.402075,LOW
126,0.0,0.04453560423020514,0.8890750000000001,0.26672250000000003,Normal,Normal,0.110925,LOW
127,0.0,0.10023301711536214,0.6638999999999999,0.19916999999999999,Normal,Normal,0.3361,LOW
128,0.005,0.13337246561625105,0.33801250000000005,0.10490375000000002,Normal,Normal,0.666987,MEDIUM
129,0.83,0.07587564076498315,0.7865875,0.81697625,Restart Task,Restart Task,0.956588,HIGH
130,0.005,0.12051034580411335,0.49563749999999995,0.15219124999999997,Normal,Normal,0.509363,LOW
131,0.0,0.10402772240603092,0.6382,0.19146,Normal,Normal,0.3618,LOW
132,0.0,-0.01533453780145777,0.9599125,0.28797375,Normal,Normal,0.040088,LOW
133,0.85,0.12184647652513336,0.48121250000000004,0.73936375,Restart Task,Restart Task,0.631213,MEDIUM
134,0.0,0.061306756286284625,0.84325,0.252975,Normal,Normal,0.15675,LOW
135,0.005,0.10604717497052418,0.624025,0.1907075,Normal,Normal,0.380975,LOW
136,0.005,0.047931844408031665,0.8810625,0.26781875,Normal,Normal,0.123938,LOW
137,0.0,0.09239355411065225,0.7115750000000001,0.2134725,Normal,Normal,0.288425,LOW
138,1.0,0.12090976798337316,0.49131250000000004,0.84739375,Restart Task,Restart Task,0.491313,LOW
139,0.0,0.018529642968688642,0.9350625,0.28051875,Normal,Normal,0.064937,LOW
140,0.0,0.10776798724698072,0.6117250000000001,0.18351750000000003,Normal,Normal,0.388275,LOW
141,1.0,0.1259375779572554,0.4343,0.83029,Restart Task,Restart Task,0.4343,LOW
142,0.0,0.07209913289166137,0.8012375,0.24037125,Normal,Normal,0.198762,LOW
143,0.0,0.14025030987853454,0.22868750000000004,0.06860625000000001,Normal,Normal,0.771312,MEDIUM
144,1.0,0.12357520390167986,0.46211250000000004,0.83863375,Restart Task,Restart Task,0.462113,LOW
145,0.99,0.12074094890495474,0.49315,0.8409449999999999,Restart Task,Restart Task,0.50315,LOW
146,0.005,0.10801143715909728,0.6099749999999999,0.18649249999999998,Normal,Normal,0.395025,LOW
147,0.0,0.08048716171812331,0.7675,0.23024999999999998,Normal,Normal,0.2325,LOW
148,0.0,0.0746434072534709,0.791175,0.23735249999999997,Normal,Normal,0.208825,LOW
149,0.0,0.12294487998971232,0.469375,0.14081249999999998,Normal,Normal,0.530625,LOW
150,1.0,0.11833718130409449,0.5180125,0.8554037499999999,Restart Task,Restart Task,0.518012,LOW
151,0.0,0.1306602273096939,0.37606249999999997,0.11281874999999998,Normal,Normal,0.623938,MEDIUM
152,0.005,0.08558265095921469,0.746275,0.22738250000000002,Normal,Normal,0.258725,LOW
153,0.015,0.08097737412308359,0.76555,0.240165,Normal,Normal,0.24945,LOW
154,0.995,0.12642665346085685,0.4283625,0.82500875,Restart Task,Restart Task,0.433362,LOW
155,0.0,0.12677308147566496,0.4243625,0.12730875,Normal,Normal,0.575638,MEDIUM
156,0.0,-0.06822002709018782,0.982275,0.2946825,Normal,Normal,0.017725,LOW
157,1.0,0.1291225465371899,0.39595,0.818785,Restart Task,Restart Task,0.39595,LOW
158,0.85,0.1280455378280969,0.4087375,0.71762125,Restart Task,Restart Task,0.558737,MEDIUM
159,0.0,0.12306908668288552,0.46806250000000005,0.14041875,Normal,Normal,0.531937,LOW
160,0.0,0.11424573100994018,0.556975,0.1670925,Normal,Normal,0.443025,LOW
161,0.0,0.029293063356973903,0.92085,0.276255,Normal,Normal,0.07915,LOW
162,0.0,0.11930130061719041,0.508,0.1524,Normal,Normal,0.492,LOW
163,0.0,0.07208739992048169,0.8013250000000001,0.24039750000000001,Normal,Normal,0.198675,LOW
164,0.0,0.0996938040179286,0.6676500000000001,0.20029500000000003,Normal,Normal,0.33235,LOW
165,0.0,0.14363249796336297,0.16808749999999995,0.050426249999999985,Normal,Normal,0.831913,HIGH
166,0.0,-0.09787138471603807,0.9920375,0.29761125,Normal,Normal,0.007962,LOW
167,0.985,0.09591540732372072,0.691975,0.8970925,Restart Task,Restart Task,0.706975,MEDIUM
168,0.005,0.07910735379373346,0.7731875,0.23545625,Normal,Normal,0.231812,LOW
169,0.005,0.10712657728589703,0.6165375,0.18846125,Normal,Normal,0.388463,LOW
170,1.0,0.055280893341088766,0.861575,0.9584725,Restart Task,Restart Task,0.861575,HIGH
171,0.005,0.09672519237382882,0.6870125,0.20960375,Normal,Normal,0.317987,LOW
172,0.0,0.09544795880167223,0.69445,0.208335,Normal,Normal,0.30555,LOW
173,0.005,0.12202729556147085,0.47924999999999995,0.147275,Normal,Normal,0.52575,LOW
174,1.0,0.1433255450682489,0.17345,0.752035,Restart Task,Restart Task,0.17345,LOW
175,0.0,0.1399021087028423,0.23417500000000002,0.07025250000000001,Normal,Normal,0.765825,MEDIUM
176,0.0,0.13301932874318767,0.3431375,0.10294125,Normal,Normal,0.656863,MEDIUM
177,0.0,0.13046399616399046,0.378525,0.11355749999999999,Normal,Normal,0.621475,MEDIUM
178,0.0,-0.014637713321556833,0.9594875,0.28784625,Normal,Normal,0.040512,LOW
179,0.96,0.12680940656112205,0.4239625,0.7991887499999999,Restart Task,Restart Task,0.463963,LOW
180,0.0,0.1247171453752638,0.448925,0.1346775,Normal,Normal,0.551075,MEDIUM
181,0.015,0.13060660456491308,0.3767125,0.12351374999999999,Normal,Normal,0.638288,MEDIUM
182,0.0,0.12669112904464802,0.4252125,0.12756375,Normal,Normal,0.574788,MEDIUM
183,0.005,0.13585908916580752,0.30145,0.093935,Normal,Normal,0.70355,MEDIUM
184,0.0,0.08297965517594974,0.757725,0.22731749999999998,Normal,Normal,0.242275,LOW
185,0.01,0.13341717454166757,0.33740000000000003,0.10822000000000001,Normal,Normal,0.6726,MEDIUM
186,0.0,0.08076478058639741,0.7663375,0.22990125,Normal,Normal,0.233662,LOW
187,0.0,0.12689667439285818,0.422875,0.1268625,Normal,Normal,0.577125,MEDIUM
188,0.005,0.1396568208013107,0.2391375,0.07524125,Normal,Normal,0.765863,MEDIUM
189,0.995,0.06613514985842034,0.8249875,0.94399625,Restart Task,Restart Task,0.829987,HIGH
190,0.0,0.06486294196920805,0.8298875,0.24896625,Normal,Normal,0.170112,LOW
191,0.0,0.09091059795843759,0.7197625000000001,0.21592875000000003,Normal,Normal,0.280237,LOW
192,0.0,0.14162760087350268,0.2059375,0.061781249999999996,Normal,Normal,0.794063,MEDIUM
193,0.995,0.1331488651648724,0.34125000000000005,0.798875,Restart Task,Restart Task,0.34625,LOW
194,0.58,0.09421238092461354,0.7011875000000001,0.6163562499999999,Migrate VM,Migrate VM,0.878812,HIGH
195,0.0,0.1109737290368299,0.585125,0.17553749999999999,Normal,Normal,0.414875,LOW
196,0.0,0.08734861737530347,0.7370875,0.22112625,Normal,Normal,0.262912,LOW
197,1.0,0.08828429002858812,0.7319625000000001,0.91958875,Restart Task,Restart Task,0.731963,MEDIUM
198,0.98,0.08711057834313857,0.7384875,0.9075462499999999,Restart Task,Restart Task,0.758487,MEDIUM
199,0.0,0.13856477330664624,0.2558125,0.07674375,Normal,Normal,0.744188,MEDIUM
200,0.0,0.07766117677244205,0.7792250000000001,0.23376750000000002,Normal,Normal,0.220775,LOW
201,1.0,0.0706832845945769,0.8073875,0.94221625,Restart Task,Restart Task,0.807388,HIGH
202,0.0,0.13232425297059336,0.35301249999999995,0.10590374999999998,Normal,Normal,0.646988,MEDIUM
203,0.0,0.1079616214572216,0.6103875000000001,0.18311625,Normal,Normal,0.389612,LOW
204,0.0,0.13326560802564646,0.33957499999999996,0.10187249999999999,Normal,Normal,0.660425,MEDIUM
205,0.0,0.056070741963946735,0.8592875,0.25778625,Normal,Normal,0.140713,LOW
206,0.0,0.1275871706497264,0.41405000000000003,0.124215,Normal,Normal,0.58595,MEDIUM
207,0.0,0.11617233166339197,0.5398625,0.16195875,Normal,Normal,0.460137,LOW
208,1.0,0.051617760620461806,0.872425,0.9617275,Restart Task,Restart Task,0.872425,HIGH
209,0.995,0.13308607243231352,0.342075,0.7991225,Restart Task,Restart Task,0.347075,LOW
210,0.0,0.13041119581443122,0.3791875,0.11375625,Normal,Normal,0.620812,MEDIUM
211,0.0,0.11022272771503511,0.5914874999999999,0.17744624999999997,Normal,Normal,0.408513,LOW
212,0.005,0.12195209329627749,0.4800375,0.14751125,Normal,Normal,0.524962,LOW
213,1.0,0.05727718475007271,0.8557875,0.95673625,Restart Task,Restart Task,0.855788,HIGH
214,0.0,0.13371458825806348,0.3329,0.09986999999999999,Normal,Normal,0.6671,MEDIUM
215,0.005,0.10942304431789068,0.5981875,0.18295625,Normal,Normal,0.406813,LOW
216,0.995,0.10517943746846098,0.6305125,0.88565375,Restart Task,Restart Task,0.635513,MEDIUM
217,1.0,0.012924003571840537,0.9406125,0.9821837499999999,Restart Task,Restart Task,0.940612,HIGH
218,0.0,0.14142112329144574,0.20972500000000005,0.06291750000000002,Normal,Normal,0.790275,MEDIUM
219,0.03,0.11166653291488376,0.5798625,0.19495874999999996,Normal,Normal,0.450138,LOW
220,0.0,0.02998798275732839,0.9197375,0.27592125,Normal,Normal,0.080263,LOW
221,0.0,-0.10003216934927395,0.9923875,0.29771624999999996,Normal,Normal,0.007613,LOW
222,0.0,0.07173420417252907,0.8027875,0.24083624999999997,Normal,Normal,0.197213,LOW
223,0.975,0.06999111213157938,0.81045,0.925635,Restart Task,Restart Task,0.83545,HIGH
224,0.0,0.12032641574761815,0.497625,0.1492875,Normal,Normal,0.502375,LOW
225,0.0,0.0318758723924053,0.9162375,0.27487125,Normal,Normal,0.083762,LOW
226,0.0,0.11148427202673333,0.581175,0.1743525,Normal,Normal,0.418825,LOW
227,0.005,0.1203343767634496,0.497575,0.1527725,Normal,Normal,0.507425,LOW
228,1.0,0.03546895844800513,0.907875,0.9723625,Restart Task,Restart Task,0.907875,HIGH
229,0.0,0.14521732041228397,0.13905,0.041715,Normal,Normal,0.86095,HIGH
230,0.0,0.127825783531278,0.4112,0.12336,Normal,Normal,0.5888,MEDIUM
231,0.985,0.13554732411986015,0.305925,0.7812775,Restart Task,Restart Task,0.320925,LOW
232,0.005,0.1102897008990637,0.5908249999999999,0.18074749999999998,Normal,Normal,0.414175,LOW
233,0.985,0.12894542702383588,0.3979625,0.8088887499999999,Restart Task,Restart Task,0.412963,LOW
234,0.975,0.1269768387922678,0.4216,0.80898,Restart Task,Restart Task,0.4466,LOW
235,0.005,0.12565597063853973,0.4380125,0.13490375000000002,Normal,Normal,0.566987,MEDIUM
236,0.0,0.12468745879926635,0.44920000000000004,0.13476000000000002,Normal,Normal,0.5508,MEDIUM
237,0.0,0.05201942368934365,0.871475,0.26144249999999997,Normal,Normal,0.128525,LOW
238,1.0,0.05571802671833853,0.860275,0.9580825,Restart Task,Restart Task,0.860275,HIGH
239,0.0,0.1239616421963598,0.45745,0.137235,Normal,Normal,0.54255,LOW
240,0.005,0.09967770651028973,0.667725,0.2038175,Normal,Normal,0.337275,LOW
241,0.005,0.09342445722328319,0.7057125,0.21521374999999998,Normal,Normal,0.299288,LOW
242,0.0,0.1364477383986334,0.291875,0.0875625,Normal,Normal,0.708125,MEDIUM
243,0.0,0.13451313918762003,0.32165,0.096495,Normal,Normal,0.67835,MEDIUM
244,0.0,0.13506313392730424,0.3133,0.09399,Normal,Normal,0.6867,MEDIUM
245,0.0,0.13960897962225594,0.23986249999999998,0.07195874999999999,Normal,Normal,0.760138,MEDIUM
246,0.0,0.11176615665780087,0.579,0.1737,Normal,Normal,0.421,LOW
247,0.0,-0.0686484566565555,0.9827125,0.29481375,Normal,Normal,0.017288,LOW
248,0.0,0.10434719829194122,0.6364125,0.19092375,Normal,Normal,0.363587,LOW
249,0.005,0.09310354975817331,0.70775,0.215825,Normal,Normal,0.29725,LOW
250,0.0,0.11934384304856044,0.5076499999999999,0.15229499999999999,Normal,Normal,0.49235,LOW
251,0.0,0.13537113091611513,0.30845,0.09253499999999999,Normal,Normal,0.69155,MEDIUM
252,0.07,0.07037375079760805,0.80875,0.29162499999999997,Normal,Normal,0.26125,LOW
253,0.005,0.09596692724845796,0.6916375,0.21099125,Normal,Normal,0.313362,LOW
254,0.0,0.12468745879926635,0.44920000000000004,0.13476000000000002,Normal,Normal,0.5508,MEDIUM
255,0.0,0.08380627313035782,0.7541,0.22623,Normal,Normal,0.2459,LOW
256,0.0,0.11863010440834643,0.514475,0.1543425,Normal,Normal,0.485525,LOW
257,0.0,0.14147551514243,0.20871249999999997,0.06261374999999998,Normal,Normal,0.791288,MEDIUM
258,1.0,0.05252276695416236,0.8701375,0.96104125,Restart Task,Restart Task,0.870138,HIGH
259,0.0,0.1341175269241765,0.327075,0.0981225,Normal,Normal,0.672925,MEDIUM
260,0.0,0.055077512148819896,0.8621375,0.25864125,Normal,Normal,0.137862,LOW
261,0.0,0.13754043237460162,0.2731125,0.08193374999999999,Normal,Normal,0.726888,MEDIUM
262,0.01,0.05865253437384399,0.8515125,0.26245375,Normal,Normal,0.158488,LOW
263,0.0,0.12586942079869906,0.43533750000000004,0.13060125,Normal,Normal,0.564662,MEDIUM
264,0.0,0.13342478667957391,0.337325,0.1011975,Normal,Normal,0.662675,MEDIUM
265,0.0,0.022073824758413352,0.930525,0.2791575,Normal,Normal,0.069475,LOW
266,0.0,0.12711981125968175,0.41964999999999997,0.12589499999999998,Normal,Normal,0.58035,MEDIUM
267,0.0,0.13477405074455806,0.31747499999999995,0.09524249999999998,Normal,Normal,0.682525,MEDIUM
268,0.0,0.1297484750247208,0.38759999999999994,0.11627999999999998,Normal,Normal,0.6124,MEDIUM
269,0.0,0.11987782941825459,0.502075,0.15062250000000002,Normal,Normal,0.497925,LOW
270,0.98,0.007941352476671382,0.9447,0.9694099999999999,Restart Task,Restart Task,0.9647,HIGH
271,0.0,0.11307180844429576,0.567125,0.1701375,Normal,Normal,0.432875,LOW
272,0.01,0.022385613690637296,0.9301375000000001,0.28604125,Normal,Normal,0.079862,LOW
273,1.0,0.14526124000143564,0.13832500000000003,0.7414974999999999,Restart Task,Restart Task,0.138325,LOW
274,0.01,-0.01196166771151519,0.957175,0.2941525,Normal,Normal,0.052825,LOW
275,0.02,0.05088040441649028,0.874025,0.2762075,Normal,Normal,0.145975,LOW
276,0.985,0.06302215650486659,0.83685,0.940555,Restart Task,Restart Task,0.85185,HIGH
277,0.0,0.13479874732597752,0.3172125,0.09516375,Normal,Normal,0.682787,MEDIUM
278,0.0,0.12928128791297733,0.39395,0.118185,Normal,Normal,0.60605,MEDIUM
279,0.0,-0.1001911052921679,0.99245,0.297735,Normal,Normal,0.00755,LOW
280,0.0,0.09925080043645274,0.6706,0.20118,Normal,Normal,0.3294,LOW
281,0.0,0.09755586367196384,0.6818375,0.20455125,Normal,Normal,0.318163,LOW
282,0.0,0.11838382430606875,0.51755,0.155265,Normal,Normal,0.48245,LOW
283,0.98,0.1052313211511059,0.6300250000000001,0.8750074999999999,Restart Task,Restart Task,0.650025,MEDIUM
284,0.005,0.1144975052610111,0.5547124999999999,0.16991374999999997,Normal,Normal,0.450288,LOW
285,0.935,0.13810551278690247,0.263375,0.7335125,Restart Task,Restart Task,0.328375,LOW
286,0.0,0.05408575767461815,0.865675,0.2597025,Normal,Normal,0.134325,LOW
287,0.1,0.12984320661297233,0.38616249999999996,0.18584874999999998,Normal,Normal,0.713838,MEDIUM
288,0.015,0.07049661121024903,0.8081,0.25293,Normal,Normal,0.2069,LOW
289,0.0,0.13147000338336529,0.36539999999999995,0.10961999999999998,Normal,Normal,0.6346,MEDIUM
290,0.0,0.1377305702883117,0.27035,0.081105,Normal,Normal,0.72965,MEDIUM
291,0.0,0.13653347604136362,0.2903875,0.08711625,Normal,Normal,0.709612,MEDIUM
