profile_index,failure_probability,raw_isolation_forest_score,calibrated_anomaly_score,risk_score,risk_band,final_recommended_action,confidence,confidence_level
2349,0.995,0.13725990824783751,0.27761250000000004,0.77978375,Restart Task,Restart Task,0.282613,LOW
2350,1.0,0.021073883215052214,0.931725,0.9795174999999999,Restart Task,Restart Task,0.931725,HIGH
2351,0.0,0.11351674419241864,0.5634874999999999,0.16904624999999998,Normal,Normal,0.436513,LOW
2352,1.0,0.05580430582451107,0.8601125000000001,0.95803375,Restart Task,Restart Task,0.860113,HIGH
2353,1.0,0.13510782579074143,0.31227499999999997,0.7936825,Restart Task,Restart Task,0.312275,LOW
2354,0.99,0.08548598082888786,0.7467375,0.9170212499999999,Restart Task,Restart Task,0.756738,MEDIUM
2355,0.0,0.10817936681300555,0.6086,0.18258,Normal,Normal,0.3914,LOW
2356,0.0,0.1252578137157725,0.44257500000000005,0.13277250000000002,Normal,Normal,0.557425,MEDIUM
2357,0.0,0.1305622099161184,0.37746250000000003,0.11323875,Normal,Normal,0.622537,MEDIUM
2358,0.0,0.1327779510241862,0.34643749999999995,0.10393124999999999,Normal,Normal,0.653563,MEDIUM
2359,0.0,0.12861192552373002,0.40190000000000003,0.12057000000000001,Normal,Normal,0.5981,MEDIUM
2360,0.0,0.11662271099374877,0.5355,0.16065,Normal,Normal,0.4645,LOW
2361,0.0,0.12256635442540842,0.47385,0.142155,Normal,Normal,0.52615,LOW
2362,1.0,0.0680894236941525,0.8176625,0.94529875,Restart Task,Restart Task,0.817662,HIGH
2363,0.0,0.11869646713459736,0.5136125,0.15408375,Normal,Normal,0.486387,LOW
2364,0.0,0.09857245632783879,0.6750125,0.20250375,Normal,Normal,0.324987,LOW
2365,0.995,0.12622930143584293,0.4308375,0.8257512499999999,Restart Task,Restart Task,0.435837,LOW
2366,1.0,0.1199544045492924,0.5014125,0.8504237499999999,Restart Task,Restart Task,0.501413,LOW
2367,0.0,0.1396256651279722,0.2395625,0.07186875,Normal,Normal,0.760437,MEDIUM
2368,0.0,-0.155857213173908,0.9990875,0.29972624999999997,Normal,Normal,0.000912,LOW
2369,0.03,0.03856278638568211,0.9015124999999999,0.29145375,Normal,Normal,0.128488,LOW
2370,0.05,0.09545286459895908,0.6944250000000001,0.24332750000000003,Normal,Normal,0.355575,LOW
2371,0.995,0.1259512362133572,0.43405000000000005,0.826715,Restart Task,Restart Task,0.43905,LOW
2372,0.0,0.12577180321049597,0.43655,0.130965,Normal,Normal,0.56345,MEDIUM
2373,0.0,0.12593234604487175,0.43433750000000004,0.13030125,Normal,Normal,0.565662,MEDIUM
2374,0.0,0.12136368832790262,0.48658749999999995,0.14597624999999997,Normal,Normal,0.513413,LOW
2375,0.995,-0.06129220804854019,0.97455,0.988865,Restart Task,Restart Task,0.97955,HIGH
2376,1.0,0.06963830066747367,0.8120625,0.94361875,Restart Task,Restart Task,0.812063,HIGH
2377,0.0,0.11561409776823661,0.5450375000000001,0.16351125000000002,Normal,Normal,0.454962,LOW
2378,1.0,0.12514596690861812,0.443975,0.8331925,Restart Task,Restart Task,0.443975,LOW
2379,0.005,0.06768947289881005,0.8192125,0.24926375,Normal,Normal,0.185787,LOW
2380,0.0,0.12005930542544141,0.5003124999999999,0.15009374999999997,Normal,Normal,0.499688,LOW
2381,0.0,0.11203184513015607,0.5767249999999999,0.17301749999999996,Normal,Normal,0.423275,LOW
2382,0.0,0.10321727109694623,0.6438999999999999,0.19316999999999998,Normal,Normal,0.3561,LOW
2383,0.0,0.13591282935594973,0.30069999999999997,0.09020999999999998,Normal,Normal,0.6993,MEDIUM
2384,1.0,0.06380973305750859,0.8335375,0.95006125,Restart Task,Restart Task,0.833538,HIGH
2385,0.0,0.10563700018952793,0.6269,0.18807,Normal,Normal,0.3731,LOW
2386,0.0,0.06461721446760416,0.8307875,0.24923625,Normal,Normal,0.169212,LOW
2387,0.0,0.12523242948015417,0.44301250000000003,0.13290375000000001,Normal,Normal,0.556987,MEDIUM
2388,1.0,0.11698365438352998,0.5320125,0.85960375,Restart Task,Restart Task,0.532012,LOW
2389,0.02,0.11016556029505464,0.5920624999999999,0.19161874999999995,Normal,Normal,0.427938,LOW
2390,0.0,0.12272780755357865,0.4719375,0.14158125,Normal,Normal,0.528062,LOW
2391,0.0,0.060846658204481596,0.8446625,0.25339875,Normal,Normal,0.155338,LOW
2392,0.0,0.12620194028541099,0.43125,0.129375,Normal,Normal,0.56875,MEDIUM
2393,0.0,0.004755955538553347,0.9473125,0.28419374999999997,Normal,Normal,0.052687,LOW
2394,0.0,0.08751322382710658,0.7362500000000001,0.22087500000000002,Normal,Normal,0.26375,LOW
2395,0.0,-0.0697055808163074,0.9837125,0.29511375,Normal,Normal,0.016288,LOW
2396,0.0,0.0987735302888954,0.673775,0.2021325,Normal,Normal,0.326225,LOW
2397,0.0,0.12961281249698942,0.38936249999999994,0.11680874999999998,Normal,Normal,0.610638,MEDIUM
2398,1.0,0.1405500495944283,0.22372499999999995,0.7671174999999999,Restart Task,Restart Task,0.223725,LOW
2399,0.0,0.12858955950451229,0.4022,0.12065999999999999,Normal,Normal,0.5978,MEDIUM
2400,0.0,0.09114847445729851,0.718375,0.2155125,Normal,Normal,0.281625,LOW
2401,0.88,0.1424035959025841,0.19091250000000004,0.67327375,Restart Task,Restart Task,0.310913,LOW
2402,0.0,0.095480477833985,0.6942625,0.20827874999999998,Normal,Normal,0.305737,LOW
2403,0.0,0.09871962572553433,0.6740625,0.20221875,Normal,Normal,0.325937,LOW
2404,0.0,0.08458336429833624,0.7506875,0.22520624999999997,Normal,Normal,0.249313,LOW
2405,0.0,0.06539981944709289,0.8278375,0.24835125,Normal,Normal,0.172162,LOW
2406,0.0,0.1476384054262444,0.09883750000000002,0.029651250000000004,Normal,Normal,0.901162,HIGH
2407,0.0,0.11930848732121446,0.5079125,0.15237375,Normal,Normal,0.492088,LOW
2408,0.0,0.11229081409199276,0.574425,0.1723275,Normal,Normal,0.425575,LOW
2409,0.0,0.09936277696425999,0.6699375000000001,0.20098125000000003,Normal,Normal,0.330062,LOW
2410,0.0,0.10233200088641714,0.6496625,0.19489875,Normal,Normal,0.350337,LOW
2411,0.0,0.13413504517671998,0.3268,0.09803999999999999,Normal,Normal,0.6732,MEDIUM
2412,0.98,0.09605973848799343,0.6909624999999999,0.89328875,Restart Task,Restart Task,0.710962,MEDIUM
2413,0.0,0.13068320751839002,0.3757125,0.11271375,Normal,Normal,0.624287,MEDIUM
2414,0.0,0.03842342111101171,0.9018125,0.27054374999999997,Normal,Normal,0.098187,LOW
2415,0.81,0.0710781210529578,0.80535,0.8086049999999999,Restart Task,Restart Task,0.99535,HIGH
2416,0.0,0.08514049054782086,0.74805,0.224415,Normal,Normal,0.25195,LOW
2417,0.0,0.1000120926140513,0.6653625000000001,0.19960875000000003,Normal,Normal,0.334637,LOW
2418,0.0,0.10190853836548008,0.6523875,0.19571625,Normal,Normal,0.347612,LOW
2419,1.0,0.045443458720161034,0.8868875,0.9660662499999999,Restart Task,Restart Task,0.886888,HIGH
2420,0.0,0.11049474033057144,0.5891124999999999,0.17673374999999997,Normal,Normal,0.410888,LOW
2421,0.985,0.06345942295624257,0.835125,0.9400375,Restart Task,Restart Task,0.850125,HIGH
2422,0.99,0.1282285520777477,0.40654999999999997,0.8149649999999999,Restart Task,Restart Task,0.41655,LOW
2423,1.0,0.0682876367174462,0.816775,0.9450324999999999,Restart Task,Restart Task,0.816775,HIGH
2424,0.0,0.09422897894997251,0.7011000000000001,0.21033000000000002,Normal,Normal,0.2989,LOW
2425,0.765,0.12179536217586395,0.48186249999999997,0.6800587499999999,Restart Task,Restart Task,0.716862,MEDIUM
2426,0.995,0.14564523445701438,0.13096249999999998,0.73578875,Restart Task,Restart Task,0.135962,LOW
2427,0.98,0.10549401000077768,0.627875,0.8743624999999999,Restart Task,Restart Task,0.647875,MEDIUM
2428,0.0,0.017574738551682345,0.936175,0.2808525,Normal,Normal,0.063825,LOW
2429,0.0,0.10203362226427887,0.651525,0.1954575,Normal,Normal,0.348475,LOW
2430,0.0,0.10128690266654022,0.6564,0.19691999999999998,Normal,Normal,0.3436,LOW
2431,0.0,0.12262316414286767,0.47321250000000004,0.14196375,Normal,Normal,0.526787,LOW
2432,0.0,0.08157100257826061,0.7632375,0.22897125,Normal,Normal,0.236762,LOW
2433,0.0,0.11793596641505422,0.522,0.1566,Normal,Normal,0.478,LOW
2434,0.0,0.025770234567997985,0.92605,0.277815,Normal,Normal,0.07395,LOW
2435,0.0,0.13889517780372357,0.25063749999999996,0.07519124999999999,Normal,Normal,0.749363,MEDIUM
2436,0.0,0.09224162791688639,0.7125,0.21375,Normal,Normal,0.2875,LOW
2437,0.0,-0.06680906072638104,0.9809625,0.29428875,Normal,Normal,0.019038,LOW
2438,0.0,0.14008485558520956,0.23148749999999996,0.06944624999999999,Normal,Normal,0.768513,MEDIUM
2439,0.0,0.1334378234836156,0.337075,0.1011225,Normal,Normal,0.662925,MEDIUM
2440,0.995,0.11642300284943913,0.537725,0.8578175,Restart Task,Restart Task,0.542725,LOW
2441,0.04,0.11530497367347209,0.5480125,0.19240374999999998,Normal,Normal,0.491988,LOW
2442,0.0,0.06475306897053024,0.830375,0.2491125,Normal,Normal,0.169625,LOW
2443,0.0,0.13687488770754214,0.28407499999999997,0.08522249999999999,Normal,Normal,0.715925,MEDIUM
2444,0.0,0.09970856261079841,0.6675375,0.20026125,Normal,Normal,0.332462,LOW
2445,0.0,0.1377305702883117,0.27035,0.081105,Normal,Normal,0.72965,MEDIUM
2446,0.0,0.11618981707670112,0.5397000000000001,0.16191000000000003,Normal,Normal,0.4603,LOW
2447,0.0,0.1208475748208826,0.4921375,0.14764125,Normal,Normal,0.507862,LOW
2448,0.0,0.14499026018112032,0.14266250000000003,0.04279875,Normal,Normal,0.857337,HIGH
2449,0.0,0.13184777816315268,0.360225,0.1080675,Normal,Normal,0.639775,MEDIUM
2450,0.0,0.14610481726526858,0.12341250000000004,0.03702375000000001,Normal,Normal,0.876587,HIGH
2451,1.0,0.13431132771595666,0.32457499999999995,0.7973724999999999,Restart Task,Restart Task,0.324575,LOW
2452,0.0,0.12284130366878976,0.47063750000000004,0.14119125000000002,Normal,Normal,0.529362,LOW
2453,1.0,0.046785008142882334,0.8837,0.9651099999999999,Restart Task,Restart Task,0.8837,HIGH
2454,1.0,0.09049959913787275,0.7218125,0.91654375,Restart Task,Restart Task,0.721812,MEDIUM
2455,1.0,0.07708190814847232,0.7816,0.93448,Restart Task,Restart Task,0.7816,MEDIUM
2456,0.0,0.13717794233359631,0.279575,0.0838725,Normal,Normal,0.720425,MEDIUM
2457,0.0,0.12566385916315614,0.437925,0.1313775,Normal,Normal,0.562075,MEDIUM
2458,0.0,0.11277609776215664,0.5703625,0.17110875,Normal,Normal,0.429638,LOW
2459,0.0,0.13713375432816044,0.28042500000000004,0.08412750000000001,Normal,Normal,0.719575,MEDIUM
2460,0.0,0.028120579848850302,0.922575,0.2767725,Normal,Normal,0.077425,LOW
2461,0.995,0.12077193675836545,0.49285,0.844355,Restart Task,Restart Task,0.49785,LOW
2462,1.0,0.13679379244632123,0.285575,0.7856725,Restart Task,Restart Task,0.285575,LOW
2463,0.0,0.12323577439377503,0.46611250000000004,0.13983375,Normal,Normal,0.533887,LOW
2464,0.0,0.11057348958693197,0.5884,0.17652,Normal,Normal,0.4116,LOW
2465,0.835,0.08351128770462013,0.7554,0.8111199999999998,Restart Task,Restart Task,0.9204,HIGH
2466,0.005,0.13580632714261226,0.30223750000000005,0.09417125000000001,Normal,Normal,0.702762,MEDIUM
2467,0.0,0.13010245720981073,0.38288750000000005,0.11486625,Normal,Normal,0.617112,MEDIUM
2468,0.0,0.12932823726075227,0.39341250000000005,0.11802375000000001,Normal,Normal,0.606587,MEDIUM
2469,0.0,0.13901819210342314,0.2487625,0.07462875,Normal,Normal,0.751238,MEDIUM
2470,0.0,0.09388582852315658,0.7030000000000001,0.2109,Normal,Normal,0.297,LOW
2471,0.0,0.10605385336905271,0.624,0.1872,Normal,Normal,0.376,LOW
2472,0.0,0.05754381897569061,0.8549125,0.25647375,Normal,Normal,0.145088,LOW
2473,0.0,0.13223498702359882,0.35445000000000004,0.10633500000000001,Normal,Normal,0.64555,MEDIUM
2474,1.0,0.04095837413220671,0.896925,0.9690774999999999,Restart Task,Restart Task,0.896925,HIGH
2475,0.0,0.10326281944131599,0.6436124999999999,0.19308374999999997,Normal,Normal,0.356388,LOW
2476,0.0,0.13521534494226467,0.31072500000000003,0.09321750000000001,Normal,Normal,0.689275,MEDIUM
2477,0.995,0.13889582195727657,0.25060000000000004,0.77168,Restart Task,Restart Task,0.2556,LOW
2478,0.0,0.09624255395687015,0.6897875,0.20693625,Normal,Normal,0.310213,LOW
2479,0.0,0.1147148390917489,0.5527375,0.16582125,Normal,Normal,0.447263,LOW
2480,0.0,0.12477571396303666,0.4481625,0.13444875,Normal,Normal,0.551837,MEDIUM
2481,0.0,0.11012482255037637,0.5923499999999999,0.17770499999999997,Normal,Normal,0.40765,LOW
2482,0.0,-0.07909799202087642,0.9868625,0.29605875,Normal,Normal,0.013138,LOW
2483,0.0,0.13908736186154141,0.24793750000000003,0.07438125000000001,Normal,Normal,0.752062,MEDIUM
2484,1.0,0.09958558139455254,0.6685125000000001,0.9005537499999999,Restart Task,Restart Task,0.668513,MEDIUM
2485,0.0,0.14019513362604996,0.22960000000000003,0.06888000000000001,Normal,Normal,0.7704,MEDIUM
2486,0.98,0.0764626304253857,0.78425,0.921275,Restart Task,Restart Task,0.80425,HIGH
2487,0.0,0.03338426091809099,0.9129,0.27387,Normal,Normal,0.0871,LOW
2488,0.0,0.08815803316415954,0.7325625,0.21976874999999998,Normal,Normal,0.267437,LOW
2489,1.0,0.046993073877136415,0.8833625,0.96500875,Restart Task,Restart Task,0.883363,HIGH
2490,0.0,0.11836293260856567,0.5177499999999999,0.15532499999999996,Normal,Normal,0.48225,LOW
2491,1.0,0.13821567259718748,0.26156250000000003,0.7784687499999999,Restart Task,Restart Task,0.261563,LOW
2492,0.0,0.12146847509669895,0.485475,0.14564249999999998,Normal,Normal,0.514525,LOW
2493,0.0,0.12633930509346603,0.4296,0.12888,Normal,Normal,0.5704,MEDIUM
2494,0.0,0.11899816619933945,0.5105999999999999,0.15317999999999998,Normal,Normal,0.4894,LOW
2495,0.005,0.10559182904023817,0.62715,0.19164499999999998,Normal,Normal,0.37785,LOW
2496,0.055,0.12671330485520355,0.42490000000000006,0.16597,Normal,Normal,0.6301,MEDIUM
2497,1.0,0.10389209611052214,0.639,0.8916999999999999,Restart Task,Restart Task,0.639,MEDIUM
2498,1.0,0.11336307821662289,0.5647375,0.8694212499999999,Restart Task,Restart Task,0.564738,MEDIUM
2499,0.0,0.08124011491855182,0.7646375,0.22939125,Normal,Normal,0.235363,LOW
2500,0.0,0.029024807858357038,0.921325,0.27639749999999996,Normal,Normal,0.078675,LOW
2501,0.96,0.09095351242486854,0.719525,0.8878575,Restart Task,Restart Task,0.759525,MEDIUM
2502,0.955,0.1274806211367508,0.415575,0.7931725,Restart Task,Restart Task,0.460575,LOW
2503,0.0,0.1312891873770215,0.36765000000000003,0.110295,Normal,Normal,0.63235,MEDIUM
2504,0.0,0.12744944127507923,0.415775,0.1247325,Normal,Normal,0.584225,MEDIUM
2505,0.0,0.11036097002362222,0.5903499999999999,0.17710499999999998,Normal,Normal,0.40965,LOW
2506,0.0,0.09932588903928763,0.6700875,0.20102625,Normal,Normal,0.329913,LOW
2507,0.0,0.10546141113614416,0.6281,0.18843,Normal,Normal,0.3719,LOW
2508,0.0,0.10624847331942211,0.6223375,0.18670124999999999,Normal,Normal,0.377663,LOW
2509,0.985,0.09457110481802944,0.69905,0.899215,Restart Task,Restart Task,0.71405,MEDIUM
2510,0.0,0.1253265115570683,0.44186250000000005,0.13255875,Normal,Normal,0.558137,MEDIUM
2511,1.0,0.028582647337663913,0.9218875,0.9765662499999999,Restart Task,Restart Task,0.921887,HIGH
2512,0.01,0.1197493689513131,0.5033624999999999,0.15800874999999998,Normal,Normal,0.506638,LOW
2513,0.97,-0.07011492399912012,0.9840875,0.9742262499999998,Restart Task,Restart Task,0.985912,HIGH
2514,0.0,0.1372713661316981,0.2773375,0.08320125,Normal,Normal,0.722662,MEDIUM
2515,1.0,0.09431958289422115,0.7005250000000001,0.9101575,Restart Task,Restart Task,0.700525,MEDIUM
2516,0.0,0.038463686600126445,0.9017125,0.27051375,Normal,Normal,0.098287,LOW
2517,0.0,0.1446150933961779,0.1494375,0.044831249999999996,Normal,Normal,0.850562,HIGH
2518,0.0,0.07277320474967924,0.7986875,0.23960625,Normal,Normal,0.201313,LOW
2519,0.0,-0.06822002709018782,0.982275,0.2946825,Normal,Normal,0.017725,LOW
2520,0.0,0.07679370597125013,0.782825,0.2348475,Normal,Normal,0.217175,LOW
2521,0.0,0.10158578633806536,0.6545000000000001,0.19635000000000002,Normal,Normal,0.3455,LOW
2522,0.96,0.12696188998375596,0.42184999999999995,0.7985549999999999,Restart Task,Restart Task,0.46185,LOW
2523,0.0,0.07206498617875795,0.8014749999999999,0.24044249999999998,Normal,Normal,0.198525,LOW
2524,0.0,0.09995193467727204,0.665625,0.1996875,Normal,Normal,0.334375,LOW
2525,1.0,0.11778962858714431,0.5236125,0.8570837499999999,Restart Task,Restart Task,0.523613,LOW
2526,0.0,0.1439204639229561,0.16293749999999996,0.04888124999999999,Normal,Normal,0.837063,HIGH
2527,0.0,0.1377305702883117,0.27035,0.081105,Normal,Normal,0.72965,MEDIUM
2528,0.0,0.13153133814630685,0.3642375,0.10927125,Normal,Normal,0.635763,MEDIUM
2529,0.0,0.09930683053331923,0.6702625,0.20107875,Normal,Normal,0.329738,LOW
2530,0.0,0.10392076796473804,0.6388375,0.19165124999999997,Normal,Normal,0.361163,LOW
2531,0.0,0.12884006120732133,0.39941249999999995,0.11982374999999998,Normal,Normal,0.600588,MEDIUM
2532,0.0,0.12069270829081097,0.4937125,0.14811375,Normal,Normal,0.506288,LOW
2533,0.0,0.06662204191508847,0.823125,0.24693749999999998,Normal,Normal,0.176875,LOW
2534,1.0,0.1357870376509291,0.3024875,0.79074625,Restart Task,Restart Task,0.302488,LOW
2535,0.0,0.08278994671474937,0.7584,0.22751999999999997,Normal,Normal,0.2416,LOW
2536,0.005,0.08446455387419594,0.7511625,0.22884875,Normal,Normal,0.253838,LOW
2537,0.0,-0.13880585664940714,0.9969,0.29907,Normal,Normal,0.0031,LOW
2538,1.0,0.12115647454872369,0.48872499999999997,0.8466174999999999,Restart Task,Restart Task,0.488725,LOW
2539,0.005,-0.0174396072973938,0.96095,0.29178499999999996,Normal,Normal,0.04405,LOW
2540,0.0,0.1407136721189312,0.22136250000000002,0.06640875,Normal,Normal,0.778637,MEDIUM
2541,0.0,0.13464073114157227,0.31975,0.095925,Normal,Normal,0.68025,MEDIUM
2542,0.015,-0.09956151919939737,0.992275,0.3081825,Scale Resources,Scale Resources,0.022725,LOW
2543,0.0,0.12749610073771783,0.4154375,0.12463125,Normal,Normal,0.584562,MEDIUM
2544,0.0,0.11465885863562081,0.553175,0.16595249999999998,Normal,Normal,0.446825,LOW
2545,0.01,0.10833463210563116,0.6075375000000001,0.18926125000000002,Normal,Normal,0.402462,LOW
2546,0.01,0.057854495317129384,0.8540125000000001,0.26320375,Normal,Normal,0.155987,LOW
2547,0.01,0.13604318301451518,0.29856249999999995,0.09656874999999998,Normal,Normal,0.711438,MEDIUM
2548,0.0,0.1312940650372294,0.36753749999999996,0.11026124999999999,Normal,Normal,0.632463,MEDIUM
2549,0.0,0.13106351719070874,0.37070000000000003,0.11121,Normal,Normal,0.6293,MEDIUM
2550,1.0,0.06062541359396867,0.8453125,0.95359375,Restart Task,Restart Task,0.845313,HIGH
2551,1.0,0.0013426663028995867,0.9493375,0.9848012499999999,Restart Task,Restart Task,0.949337,HIGH
2552,0.98,0.13658413992690482,0.28951249999999995,0.7728537499999999,Restart Task,Restart Task,0.309512,LOW
2553,0.91,0.12719806094871955,0.41861250000000005,0.76258375,Restart Task,Restart Task,0.508613,LOW
2554,0.005,0.0906635451242565,0.7209125000000001,0.21977375000000002,Normal,Normal,0.284087,LOW
2555,1.0,0.12565865879695792,0.437975,0.8313925,Restart Task,Restart Task,0.437975,LOW
2556,0.0,0.13339596746454646,0.3377375,0.10132125,Normal,Normal,0.662262,MEDIUM
2557,0.0,0.12565120098994387,0.4381125,0.13143375,Normal,Normal,0.561887,MEDIUM
2558,0.995,0.08609460544459568,0.7439374999999999,0.91968125,Restart Task,Restart Task,0.748937,MEDIUM
2559,0.0,0.13155771615653084,0.36388750000000003,0.10916625,Normal,Normal,0.636112,MEDIUM
2560,0.0,0.05141685257919065,0.8728374999999999,0.26185125,Normal,Normal,0.127163,LOW
2561,0.0,0.12911168913505228,0.39608750000000004,0.11882625000000001,Normal,Normal,0.603912,MEDIUM
2562,0.005,0.0650638483292536,0.8291999999999999,0.25226,Normal,Normal,0.1758,LOW
2563,0.0,0.0676439861762092,0.81955,0.245865,Normal,Normal,0.18045,LOW
2564,0.0,0.12610543396019813,0.4323125,0.12969375,Normal,Normal,0.567688,MEDIUM
2565,1.0,0.12282371252693491,0.47085,0.841255,Restart Task,Restart Task,0.47085,LOW
2566,0.0,0.059840209787811405,0.8477875,0.25433625,Normal,Normal,0.152212,LOW
2567,1.0,0.11675941358848857,0.5341374999999999,0.86024125,Restart Task,Restart Task,0.534137,LOW
2568,0.0,0.14445013649821226,0.15241249999999995,0.04572374999999999,Normal,Normal,0.847588,HIGH
2569,0.0,0.059464913242078254,0.8490375,0.25471125,Normal,Normal,0.150962,LOW
2570,1.0,0.1307997738342857,0.37436250000000004,0.8123087499999999,Restart Task,Restart Task,0.374363,LOW
2571,0.0,0.11649903312068027,0.537025,0.1611075,Normal,Normal,0.462975,LOW
2572,0.0,0.1333709383470405,0.3380375,0.10141125,Normal,Normal,0.661963,MEDIUM
2573,0.0,0.1365129476804261,0.290725,0.0872175,Normal,Normal,0.709275,MEDIUM
2574,0.0,0.029834673543923218,0.92005,0.276015,Normal,Normal,0.07995,LOW
2575,1.0,0.11685806184536257,0.5331250000000001,0.8599375,Restart Task,Restart Task,0.533125,LOW
2576,0.0,0.1372144042720772,0.2790625,0.08371875,Normal,Normal,0.720938,MEDIUM
2577,0.46,0.00303307014123122,0.948425,0.6065275,Migrate VM,Migrate VM,0.511575,LOW
2578,0.0,0.10664845392372624,0.6195999999999999,0.18587999999999996,Normal,Normal,0.3804,LOW
2579,0.01,0.05372908670259946,0.866725,0.26701749999999996,Normal,Normal,0.143275,LOW
2580,0.0,0.13008089766318676,0.38317500000000004,0.11495250000000001,Normal,Normal,0.616825,MEDIUM
2581,0.0,0.05830122364729212,0.852575,0.25577249999999996,Normal,Normal,0.147425,LOW
2582,0.0,0.06569381863199841,0.8268125,0.24804374999999998,Normal,Normal,0.173188,LOW
2583,1.0,0.004054031587678586,0.947825,0.9843474999999999,Restart Task,Restart Task,0.947825,HIGH
2584,0.0,0.145593751242948,0.13195,0.039585,Normal,Normal,0.86805,HIGH
2585,0.995,0.14266881606254955,0.18558750000000002,0.75217625,Restart Task,Restart Task,0.190588,LOW
2586,0.0,0.06929073517245488,0.8132375000000001,0.24397125,Normal,Normal,0.186762,LOW
2587,0.0,0.11064564860388909,0.5878,0.17634,Normal,Normal,0.4122,LOW
2588,1.0,-0.024309614771773402,0.9640125,0.9892037499999999,Restart Task,Restart Task,0.964013,HIGH
2589,0.0,0.043817472124693,0.89035,0.267105,Normal,Normal,0.10965,LOW
2590,0.0,0.09238429838506834,0.7116374999999999,0.21349124999999997,Normal,Normal,0.288363,LOW
2591,0.0,0.13310699373892237,0.34175,0.10252499999999999,Normal,Normal,0.65825,MEDIUM
2592,1.0,0.011936870258342558,0.941375,0.9824124999999999,Restart Task,Restart Task,0.941375,HIGH
2593,0.0,0.06578313178105721,0.826375,0.24791249999999998,Normal,Normal,0.173625,LOW
2594,1.0,0.09883874337868503,0.673325,0.9019974999999999,Restart Task,Restart Task,0.673325,MEDIUM
2595,0.0,0.03360325949763432,0.9123625,0.27370875,Normal,Normal,0.087638,LOW
2596,0.0,0.13288466806181004,0.34481249999999997,0.10344374999999999,Normal,Normal,0.655188,MEDIUM
2597,0.0,0.13411223584105986,0.3272125,0.09816375000000001,Normal,Normal,0.672787,MEDIUM
2598,0.0,0.11702887292933317,0.5316375,0.15949125,Normal,Normal,0.468363,LOW
2599,0.0,0.03324412732411719,0.9131875,0.27395625,Normal,Normal,0.086812,LOW
2600,1.0,0.12875639720699955,0.4004375,0.82013125,Restart Task,Restart Task,0.400438,LOW
2601,0.0,0.07381005318159245,0.7943625,0.23830874999999999,Normal,Normal,0.205638,LOW
2602,0.0,0.01663353513820831,0.9371375,0.28114124999999995,Normal,Normal,0.062863,LOW
2603,0.0,-0.06870504519342069,0.9827625,0.29482875,Normal,Normal,0.017238,LOW
2604,0.995,0.13637627289881238,0.2932,0.78446,Restart Task,Restart Task,0.2982,LOW
2605,0.995,0.06982571582489577,0.8111125,0.93983375,Restart Task,Restart Task,0.816113,HIGH
2606,0.0,0.08253099091450322,0.7595375,0.22786125,Normal,Normal,0.240463,LOW
2607,0.0,-0.0748182164026826,0.985875,0.2957625,Normal,Normal,0.014125,LOW
2608,0.0,0.1083636533926069,0.6072124999999999,0.18216374999999999,Normal,Normal,0.392788,LOW
2609,0.99,0.12202646876171452,0.47931250000000003,0.83679375,Restart Task,Restart Task,0.489313,LOW
2610,0.01,0.0779825044510346,0.7780875,0.24042625,Normal,Normal,0.231912,LOW
2611,1.0,0.1478405366543804,0.09568750000000004,0.72870625,Restart Task,Restart Task,0.095688,LOW
2612,0.0,-0.11580691812089594,0.9938375,0.29815125,Normal,Normal,0.006162,LOW
2613,1.0,0.1310409840717886,0.3711375,0.8113412499999999,Restart Task,Restart Task,0.371138,LOW
2614,0.95,0.07456764980230263,0.7915375,0.9024612499999999,Restart Task,Restart Task,0.841538,HIGH
2615,0.0,0.13836843362930562,0.2589,0.07767,Normal,Normal,0.7411,MEDIUM
2616,0.985,0.10492002255268779,0.6322125000000001,0.87916375,Restart Task,Restart Task,0.647213,MEDIUM
2617,0.0,0.017574738551682345,0.936175,0.2808525,Normal,Normal,0.063825,LOW
2618,0.73,0.04837404568234571,0.880225,0.7750675,Restart Task,Restart Task,0.849775,HIGH
2619,0.0,0.04379636185928781,0.890425,0.2671275,Normal,Normal,0.109575,LOW
2620,0.045,0.11936836156545144,0.5073,0.18369,Normal,Normal,0.5377,LOW
2621,0.015,0.13887039986594418,0.251275,0.0858825,Normal,Normal,0.763725,MEDIUM
2622,0.0,0.08935927788485737,0.7275,0.21825,Normal,Normal,0.2725,LOW
2623,0.0,0.11662271099374877,0.5355,0.16065,Normal,Normal,0.4645,LOW
2624,0.0,0.13677987160622912,0.28588749999999996,0.08576624999999999,Normal,Normal,0.714113,MEDIUM
2625,0.0,0.1417863565154856,0.20277500000000004,0.06083250000000001,Normal,Normal,0.797225,MEDIUM
2626,0.0,0.11762217016664656,0.5257125,0.15771375,Normal,Normal,0.474287,LOW
2627,0.0,0.11558263508661937,0.5453749999999999,0.16361249999999997,Normal,Normal,0.454625,LOW
2628,1.0,0.12113918350339498,0.4888625,0.8466587499999999,Restart Task,Restart Task,0.488862,LOW
2629,0.0,0.12685086712543686,0.4234375,0.12703125,Normal,Normal,0.576562,MEDIUM
2630,0.0,0.13460016410011233,0.32030000000000003,0.09609000000000001,Normal,Normal,0.6797,MEDIUM
2631,1.0,0.11553845155739878,0.5458624999999999,0.8637587499999999,Restart Task,Restart Task,0.545862,LOW
2632,0.0,0.129947211977265,0.38492499999999996,0.11547749999999998,Normal,Normal,0.615075,MEDIUM
